------------------------------------------------------------------------------------
Date: 12/12/2022 -- 00:19:37 (uptime: 0d, 00h 00m 49s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
decoder.max_pkt_size                          | Total                     | 1514
flow.tcp                                      | Total                     | 1188
flow.udp                                      | Total                     | 1553
flow.icmpv6                                   | Total                     | 3
tcp.sessions                                  | Total                     | 1184
tcp.syn                                       | Total                     | 1207
tcp.synack                                    | Total                     | 1187
tcp.rst                                       | Total                     | 532
tcp.stream_depth_reached                      | Total                     | 8
tcp.overlap                                   | Total                     | 214
detect.alert                                  | Total                     | 120
app_layer.flow.http                           | Total                     | 79
app_layer.tx.http                             | Total                     | 153
app_layer.flow.ftp                            | Total                     | 1
app_layer.tx.ftp                              | Total                     | 18
app_layer.flow.tls                            | Total                     | 914
app_layer.flow.ftp-data                       | Total                     | 1
app_layer.flow.dhcp                           | Total                     | 4
app_layer.tx.dhcp                             | Total                     | 8
app_layer.flow.dns_udp                        | Total                     | 1009
app_layer.tx.dns_udp                          | Total                     | 3589
app_layer.flow.failed_udp                     | Total                     | 540
flow_mgr.closed_pruned                        | Total                     | 786
flow_mgr.new_pruned                           | Total                     | 254
flow_mgr.est_pruned                           | Total                     | 824
flow.spare                                    | Total                     | 9999
flow_mgr.flows_checked                        | Total                     | 252
flow_mgr.flows_notimeout                      | Total                     | 58
flow_mgr.flows_timeout                        | Total                     | 194
flow_mgr.flows_timeout_inuse                  | Total                     | 178
flow_mgr.flows_removed                        | Total                     | 16
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65289
flow_mgr.rows_maxlen                          | Total                     | 2
tcp.memuse                                    | Total                     | 1720320
tcp.reassembly_memuse                         | Total                     | 9320336
http.memuse                                   | Total                     | 398702
ftp.memuse                                    | Total                     | 6011
flow.memuse                                   | Total                     | 7763600
------------------------------------------------------------------------------------
Date: 12/12/2022 -- 00:21:29 (uptime: 0d, 00h 02m 41s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 300224
decoder.bytes                                 | Total                     | 243903894
decoder.ipv4                                  | Total                     | 300182
decoder.ipv6                                  | Total                     | 16
decoder.ethernet                              | Total                     | 300224
decoder.tcp                                   | Total                     | 239359
decoder.udp                                   | Total                     | 60816
decoder.icmpv4                                | Total                     | 20
decoder.icmpv6                                | Total                     | 3
decoder.avg_pkt_size                          | Total                     | 812
decoder.max_pkt_size                          | Total                     | 1514
flow.tcp                                      | Total                     | 1260
flow.udp                                      | Total                     | 1621
flow.icmpv6                                   | Total                     | 3
tcp.sessions                                  | Total                     | 1256
tcp.syn                                       | Total                     | 1280
tcp.synack                                    | Total                     | 1262
tcp.rst                                       | Total                     | 552
tcp.stream_depth_reached                      | Total                     | 8
tcp.overlap                                   | Total                     | 240
detect.alert                                  | Total                     | 122
app_layer.flow.http                           | Total                     | 91
app_layer.tx.http                             | Total                     | 165
app_layer.flow.ftp                            | Total                     | 1
app_layer.tx.ftp                              | Total                     | 18
app_layer.flow.tls                            | Total                     | 969
app_layer.flow.ftp-data                       | Total                     | 1
app_layer.flow.dhcp                           | Total                     | 4
app_layer.tx.dhcp                             | Total                     | 8
app_layer.flow.dns_udp                        | Total                     | 1037
app_layer.tx.dns_udp                          | Total                     | 3686
app_layer.flow.failed_udp                     | Total                     | 580
flow_mgr.closed_pruned                        | Total                     | 893
flow_mgr.new_pruned                           | Total                     | 275
flow_mgr.est_pruned                           | Total                     | 828
flow.spare                                    | Total                     | 10000
flow_mgr.flows_checked                        | Total                     | 98
flow_mgr.flows_notimeout                      | Total                     | 1
flow_mgr.flows_timeout                        | Total                     | 97
flow_mgr.flows_timeout_inuse                  | Total                     | 97
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65439
flow_mgr.rows_maxlen                          | Total                     | 2
tcp.memuse                                    | Total                     | 1720320
tcp.reassembly_memuse                         | Total                     | 9482784
http.memuse                                   | Total                     | 132667
ftp.memuse                                    | Total                     | 1863
flow.memuse                                   | Total                     | 7767536
------------------------------------------------------------------------------------
Date: 12/12/2022 -- 00:21:37 (uptime: 0d, 00h 02m 49s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 313664
decoder.bytes                                 | Total                     | 255449027
decoder.ipv4                                  | Total                     | 313622
decoder.ipv6                                  | Total                     | 16
decoder.ethernet                              | Total                     | 313664
decoder.tcp                                   | Total                     | 252775
decoder.udp                                   | Total                     | 60839
decoder.icmpv4                                | Total                     | 21
decoder.icmpv6                                | Total                     | 3
decoder.avg_pkt_size                          | Total                     | 814
decoder.max_pkt_size                          | Total                     | 1514
flow.tcp                                      | Total                     | 1287
flow.udp                                      | Total                     | 1632
flow.icmpv6                                   | Total                     | 3
tcp.sessions                                  | Total                     | 1283
tcp.syn                                       | Total                     | 1308
tcp.synack                                    | Total                     | 1288
tcp.rst                                       | Total                     | 560
tcp.stream_depth_reached                      | Total                     | 8
tcp.overlap                                   | Total                     | 312
detect.alert                                  | Total                     | 122
app_layer.flow.http                           | Total                     | 94
app_layer.tx.http                             | Total                     | 168
app_layer.flow.ftp                            | Total                     | 1
app_layer.tx.ftp                              | Total                     | 18
app_layer.flow.tls                            | Total                     | 991
app_layer.flow.ftp-data                       | Total                     | 1
app_layer.flow.dhcp                           | Total                     | 4
app_layer.tx.dhcp                             | Total                     | 8
app_layer.flow.dns_udp                        | Total                     | 1045
app_layer.tx.dns_udp                          | Total                     | 3709
app_layer.flow.failed_udp                     | Total                     | 583
flow_mgr.closed_pruned                        | Total                     | 903
flow_mgr.new_pruned                           | Total                     | 306
flow_mgr.est_pruned                           | Total                     | 832
flow.spare                                    | Total                     | 10000
flow_mgr.flows_checked                        | Total                     | 104
flow_mgr.flows_notimeout                      | Total                     | 5
flow_mgr.flows_timeout                        | Total                     | 99
flow_mgr.flows_timeout_inuse                  | Total                     | 99
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65434
flow_mgr.rows_maxlen                          | Total                     | 2
tcp.memuse                                    | Total                     | 1720320
tcp.reassembly_memuse                         | Total                     | 10234064
http.memuse                                   | Total                     | 165719
ftp.memuse                                    | Total                     | 1863
flow.memuse                                   | Total                     | 7763928
------------------------------------------------------------------------------------
Date: 12/12/2022 -- 00:21:45 (uptime: 0d, 00h 02m 57s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 322752
decoder.bytes                                 | Total                     | 263222788
decoder.ipv4                                  | Total                     | 322710
decoder.ipv6                                  | Total                     | 16
decoder.ethernet                              | Total                     | 322752
decoder.tcp                                   | Total                     | 261790
decoder.udp                                   | Total                     | 60911
decoder.icmpv4                                | Total                     | 22
decoder.icmpv6                                | Total                     | 3
decoder.avg_pkt_size                          | Total                     | 815
decoder.max_pkt_size                          | Total                     | 1514
flow.tcp                                      | Total                     | 1305
flow.udp                                      | Total                     | 1642
flow.icmpv6                                   | Total                     | 3
tcp.sessions                                  | Total                     | 1301
tcp.syn                                       | Total                     | 1327
tcp.synack                                    | Total                     | 1304
tcp.rst                                       | Total                     | 567
tcp.stream_depth_reached                      | Total                     | 8
tcp.overlap                                   | Total                     | 315
detect.alert                                  | Total                     | 122
app_layer.flow.http                           | Total                     | 97
app_layer.tx.http                             | Total                     | 172
app_layer.flow.ftp                            | Total                     | 1
app_layer.tx.ftp                              | Total                     | 18
app_layer.flow.tls                            | Total                     | 1003
app_layer.flow.ftp-data                       | Total                     | 1
app_layer.flow.dhcp                           | Total                     | 4
app_layer.tx.dhcp                             | Total                     | 8
app_layer.flow.dns_udp                        | Total                     | 1051
app_layer.tx.dns_udp                          | Total                     | 3725
app_layer.flow.failed_udp                     | Total                     | 587
flow_mgr.closed_pruned                        | Total                     | 932
flow_mgr.new_pruned                           | Total                     | 312
flow_mgr.est_pruned                           | Total                     | 838
flow.spare                                    | Total                     | 9999
flow_mgr.flows_checked                        | Total                     | 83
flow_mgr.flows_notimeout                      | Total                     | 6
flow_mgr.flows_timeout                        | Total                     | 77
flow_mgr.flows_timeout_inuse                  | Total                     | 77
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65453
flow_mgr.rows_empty                           | Total                     | 1
flow_mgr.rows_maxlen                          | Total                     | 2
tcp.memuse                                    | Total                     | 1720320
tcp.reassembly_memuse                         | Total                     | 11153952
http.memuse                                   | Total                     | 170551
ftp.memuse                                    | Total                     | 1863
flow.memuse                                   | Total                     | 7761304
------------------------------------------------------------------------------------
Date: 12/12/2022 -- 00:21:53 (uptime: 0d, 00h 03m 05s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 338560
decoder.bytes                                 | Total                     | 277597902
decoder.ipv4                                  | Total                     | 338518
decoder.ipv6                                  | Total                     | 16
decoder.ethernet                              | Total                     | 338560
decoder.tcp                                   | Total                     | 277511
decoder.udp                                   | Total                     | 60997
decoder.icmpv4                                | Total                     | 23
decoder.icmpv6                                | Total                     | 3
decoder.avg_pkt_size                          | Total                     | 819
decoder.max_pkt_size                          | Total                     | 1514
flow.tcp                                      | Total                     | 1320
flow.udp                                      | Total                     | 1655
flow.icmpv6                                   | Total                     | 3
tcp.sessions                                  | Total                     | 1316
tcp.syn                                       | Total                     | 1344
tcp.synack                                    | Total                     | 1323
tcp.rst                                       | Total                     | 580
tcp.stream_depth_reached                      | Total                     | 9
tcp.overlap                                   | Total                     | 318
detect.alert                                  | Total                     | 127
app_layer.flow.http                           | Total                     | 102
app_layer.tx.http                             | Total                     | 178
app_layer.flow.ftp                            | Total                     | 1
app_layer.tx.ftp                              | Total                     | 18
app_layer.flow.tls                            | Total                     | 1012
app_layer.flow.ftp-data                       | Total                     | 1
app_layer.flow.dhcp                           | Total                     | 4
app_layer.tx.dhcp                             | Total                     | 8
app_layer.flow.dns_udp                        | Total                     | 1058
app_layer.tx.dns_udp                          | Total                     | 3742
app_layer.flow.failed_udp                     | Total                     | 593
flow_mgr.closed_pruned                        | Total                     | 1010
flow_mgr.new_pruned                           | Total                     | 321
flow_mgr.est_pruned                           | Total                     | 842
flow.spare                                    | Total                     | 10000
flow_mgr.flows_checked                        | Total                     | 48
flow_mgr.flows_notimeout                      | Total                     | 4
flow_mgr.flows_timeout                        | Total                     | 44
flow_mgr.flows_timeout_inuse                  | Total                     | 44
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65489
flow_mgr.rows_maxlen                          | Total                     | 2
tcp.memuse                                    | Total                     | 1720320
tcp.reassembly_memuse                         | Total                     | 9208272
http.memuse                                   | Total                     | 101808
ftp.memuse                                    | Total                     | 1863
flow.memuse                                   | Total                     | 7739328
------------------------------------------------------------------------------------
Date: 12/12/2022 -- 00:22:01 (uptime: 0d, 00h 03m 13s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 352832
decoder.bytes                                 | Total                     | 290013459
decoder.ipv4                                  | Total                     | 352784
decoder.ipv6                                  | Total                     | 16
decoder.ethernet                              | Total                     | 352832
decoder.tcp                                   | Total                     | 291035
decoder.udp                                   | Total                     | 61739
decoder.icmpv4                                | Total                     | 23
decoder.icmpv6                                | Total                     | 3
decoder.avg_pkt_size                          | Total                     | 821
decoder.max_pkt_size                          | Total                     | 1514
flow.tcp                                      | Total                     | 1361
flow.udp                                      | Total                     | 1709
flow.icmpv6                                   | Total                     | 3
tcp.sessions                                  | Total                     | 1357
tcp.syn                                       | Total                     | 1386
tcp.synack                                    | Total                     | 1364
tcp.rst                                       | Total                     | 615
tcp.stream_depth_reached                      | Total                     | 9
tcp.overlap                                   | Total                     | 349
detect.alert                                  | Total                     | 133
app_layer.flow.http                           | Total                     | 103
app_layer.tx.http                             | Total                     | 189
app_layer.flow.ftp                            | Total                     | 1
app_layer.tx.ftp                              | Total                     | 18
app_layer.flow.tls                            | Total                     | 1047
app_layer.flow.ftp-data                       | Total                     | 1
app_layer.flow.dhcp                           | Total                     | 4
app_layer.tx.dhcp                             | Total                     | 8
app_layer.flow.dns_udp                        | Total                     | 1096
app_layer.tx.dns_udp                          | Total                     | 3829
app_layer.flow.failed_udp                     | Total                     | 609
flow_mgr.closed_pruned                        | Total                     | 1073
flow_mgr.new_pruned                           | Total                     | 321
flow_mgr.est_pruned                           | Total                     | 857
flow.spare                                    | Total                     | 10000
flow_mgr.flows_checked                        | Total                     | 45
flow_mgr.flows_notimeout                      | Total                     | 10
flow_mgr.flows_timeout                        | Total                     | 35
flow_mgr.flows_timeout_inuse                  | Total                     | 35
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65492
flow_mgr.rows_maxlen                          | Total                     | 2
tcp.memuse                                    | Total                     | 1720320
tcp.reassembly_memuse                         | Total                     | 9195984
http.memuse                                   | Total                     | 36805
ftp.memuse                                    | Total                     | 1863
flow.memuse                                   | Total                     | 7751792
------------------------------------------------------------------------------------
Date: 12/12/2022 -- 00:22:09 (uptime: 0d, 00h 03m 21s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 359232
decoder.bytes                                 | Total                     | 295169209
decoder.ipv4                                  | Total                     | 359182
decoder.ipv6                                  | Total                     | 16
decoder.ethernet                              | Total                     | 359232
decoder.tcp                                   | Total                     | 297262
decoder.udp                                   | Total                     | 61910
decoder.icmpv4                                | Total                     | 23
decoder.icmpv6                                | Total                     | 3
decoder.avg_pkt_size                          | Total                     | 821
decoder.max_pkt_size                          | Total                     | 1514
flow.tcp                                      | Total                     | 1410
flow.udp                                      | Total                     | 1737
flow.icmpv6                                   | Total                     | 3
tcp.sessions                                  | Total                     | 1406
tcp.syn                                       | Total                     | 1435
tcp.synack                                    | Total                     | 1413
tcp.rst                                       | Total                     | 638
tcp.stream_depth_reached                      | Total                     | 9
tcp.overlap                                   | Total                     | 373
detect.alert                                  | Total                     | 137
app_layer.flow.http                           | Total                     | 109
app_layer.tx.http                             | Total                     | 196
app_layer.flow.ftp                            | Total                     | 1
app_layer.tx.ftp                              | Total                     | 18
app_layer.flow.tls                            | Total                     | 1083
app_layer.flow.ftp-data                       | Total                     | 1
app_layer.flow.dhcp                           | Total                     | 4
app_layer.tx.dhcp                             | Total                     | 8
app_layer.flow.dns_udp                        | Total                     | 1112
app_layer.tx.dns_udp                          | Total                     | 3870
app_layer.flow.failed_udp                     | Total                     | 621
flow_mgr.closed_pruned                        | Total                     | 1094
flow_mgr.new_pruned                           | Total                     | 323
flow_mgr.est_pruned                           | Total                     | 922
flow.spare                                    | Total                     | 10000
flow_mgr.flows_checked                        | Total                     | 52
flow_mgr.flows_notimeout                      | Total                     | 6
flow_mgr.flows_timeout                        | Total                     | 46
flow_mgr.flows_timeout_inuse                  | Total                     | 46
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65483
flow_mgr.rows_empty                           | Total                     | 2
flow_mgr.rows_maxlen                          | Total                     | 2
tcp.memuse                                    | Total                     | 1720320
tcp.reassembly_memuse                         | Total                     | 10015184
http.memuse                                   | Total                     | 67657
ftp.memuse                                    | Total                     | 1863
flow.memuse                                   | Total                     | 7740312
------------------------------------------------------------------------------------
Date: 12/12/2022 -- 00:22:17 (uptime: 0d, 00h 03m 29s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 363264
decoder.bytes                                 | Total                     | 298615855
decoder.ipv4                                  | Total                     | 363214
decoder.ipv6                                  | Total                     | 16
decoder.ethernet                              | Total                     | 363264
decoder.tcp                                   | Total                     | 301205
decoder.udp                                   | Total                     | 61999
decoder.icmpv4                                | Total                     | 23
decoder.icmpv6                                | Total                     | 3
decoder.avg_pkt_size                          | Total                     | 822
decoder.max_pkt_size                          | Total                     | 1514
flow.tcp                                      | Total                     | 1419
flow.udp                                      | Total                     | 1744
flow.icmpv6                                   | Total                     | 3
tcp.sessions                                  | Total                     | 1415
tcp.syn                                       | Total                     | 1444
tcp.synack                                    | Total                     | 1422
tcp.rst                                       | Total                     | 647
tcp.stream_depth_reached                      | Total                     | 9
tcp.overlap                                   | Total                     | 376
detect.alert                                  | Total                     | 138
app_layer.flow.http                           | Total                     | 109
app_layer.tx.http                             | Total                     | 196
app_layer.flow.ftp                            | Total                     | 1
app_layer.tx.ftp                              | Total                     | 18
app_layer.flow.tls                            | Total                     | 1091
app_layer.flow.ftp-data                       | Total                     | 1
app_layer.flow.dhcp                           | Total                     | 4
app_layer.tx.dhcp                             | Total                     | 8
app_layer.flow.dns_udp                        | Total                     | 1117
app_layer.tx.dns_udp                          | Total                     | 3886
app_layer.flow.failed_udp                     | Total                     | 623
flow_mgr.closed_pruned                        | Total                     | 1096
flow_mgr.new_pruned                           | Total                     | 323
flow_mgr.est_pruned                           | Total                     | 958
flow.spare                                    | Total                     | 10000
flow_mgr.flows_checked                        | Total                     | 54
flow_mgr.flows_notimeout                      | Total                     | 1
flow_mgr.flows_timeout                        | Total                     | 53
flow_mgr.flows_timeout_inuse                  | Total                     | 47
flow_mgr.flows_removed                        | Total                     | 6
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65483
flow_mgr.rows_maxlen                          | Total                     | 2
tcp.memuse                                    | Total                     | 1720320
tcp.reassembly_memuse                         | Total                     | 10921360
http.memuse                                   | Total                     | 67657
ftp.memuse                                    | Total                     | 1863
flow.memuse                                   | Total                     | 7731128
------------------------------------------------------------------------------------
Date: 12/12/2022 -- 00:22:25 (uptime: 0d, 00h 03m 37s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 389312
decoder.bytes                                 | Total                     | 321749721
decoder.ipv4                                  | Total                     | 389260
decoder.ipv6                                  | Total                     | 16
decoder.ethernet                              | Total                     | 389312
decoder.tcp                                   | Total                     | 327099
decoder.udp                                   | Total                     | 62148
decoder.icmpv4                                | Total                     | 26
decoder.icmpv6                                | Total                     | 3
decoder.avg_pkt_size                          | Total                     | 826
decoder.max_pkt_size                          | Total                     | 1514
flow.tcp                                      | Total                     | 1430
flow.udp                                      | Total                     | 1753
flow.icmpv6                                   | Total                     | 3
tcp.sessions                                  | Total                     | 1426
tcp.syn                                       | Total                     | 1455
tcp.synack                                    | Total                     | 1433
tcp.rst                                       | Total                     | 651
tcp.stream_depth_reached                      | Total                     | 10
tcp.overlap                                   | Total                     | 427
detect.alert                                  | Total                     | 138
app_layer.flow.http                           | Total                     | 110
app_layer.tx.http                             | Total                     | 199
app_layer.flow.ftp                            | Total                     | 1
app_layer.tx.ftp                              | Total                     | 18
app_layer.flow.tls                            | Total                     | 1101
app_layer.flow.ftp-data                       | Total                     | 1
app_layer.flow.dhcp                           | Total                     | 4
app_layer.tx.dhcp                             | Total                     | 8
app_layer.flow.dns_udp                        | Total                     | 1124
app_layer.tx.dns_udp                          | Total                     | 3903
app_layer.flow.failed_udp                     | Total                     | 625
flow_mgr.closed_pruned                        | Total                     | 1112
flow_mgr.new_pruned                           | Total                     | 327
flow_mgr.est_pruned                           | Total                     | 977
flow.spare                                    | Total                     | 10000
flow_mgr.flows_checked                        | Total                     | 59
flow_mgr.flows_notimeout                      | Total                     | 2
flow_mgr.flows_timeout                        | Total                     | 57
flow_mgr.flows_timeout_inuse                  | Total                     | 57
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65477
flow_mgr.rows_maxlen                          | Total                     | 1
tcp.memuse                                    | Total                     | 1720320
tcp.reassembly_memuse                         | Total                     | 10959872
http.memuse                                   | Total                     | 100215
ftp.memuse                                    | Total                     | 1863
flow.memuse                                   | Total                     | 7725880
------------------------------------------------------------------------------------
Date: 12/12/2022 -- 00:22:33 (uptime: 0d, 00h 03m 45s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 425280
decoder.bytes                                 | Total                     | 356583203
decoder.ipv4                                  | Total                     | 425220
decoder.ipv6                                  | Total                     | 16
decoder.ethernet                              | Total                     | 425280
decoder.tcp                                   | Total                     | 362207
decoder.udp                                   | Total                     | 62999
decoder.icmpv4                                | Total                     | 27
decoder.icmpv6                                | Total                     | 3
decoder.avg_pkt_size                          | Total                     | 838
decoder.max_pkt_size                          | Total                     | 1514
flow.tcp                                      | Total                     | 1444
flow.udp                                      | Total                     | 1771
flow.icmpv6                                   | Total                     | 3
tcp.sessions                                  | Total                     | 1440
tcp.syn                                       | Total                     | 1471
tcp.synack                                    | Total                     | 1447
tcp.rst                                       | Total                     | 663
tcp.stream_depth_reached                      | Total                     | 11
tcp.overlap                                   | Total                     | 431
detect.alert                                  | Total                     | 143
app_layer.flow.http                           | Total                     | 112
app_layer.tx.http                             | Total                     | 202
app_layer.flow.ftp                            | Total                     | 1
app_layer.tx.ftp                              | Total                     | 18
app_layer.flow.tls                            | Total                     | 1108
app_layer.flow.ftp-data                       | Total                     | 1
app_layer.flow.dhcp                           | Total                     | 4
app_layer.tx.dhcp                             | Total                     | 8
app_layer.flow.dns_udp                        | Total                     | 1132
app_layer.tx.dns_udp                          | Total                     | 3924
app_layer.flow.failed_udp                     | Total                     | 635
flow_mgr.closed_pruned                        | Total                     | 1150
flow_mgr.new_pruned                           | Total                     | 333
flow_mgr.est_pruned                           | Total                     | 987
flow.spare                                    | Total                     | 10000
flow_mgr.flows_checked                        | Total                     | 67
flow_mgr.flows_notimeout                      | Total                     | 2
flow_mgr.flows_timeout                        | Total                     | 65
flow_mgr.flows_timeout_inuse                  | Total                     | 65
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65469
flow_mgr.rows_maxlen                          | Total                     | 1
tcp.memuse                                    | Total                     | 1720320
tcp.reassembly_memuse                         | Total                     | 10654720
http.memuse                                   | Total                     | 71792
ftp.memuse                                    | Total                     | 1863
flow.memuse                                   | Total                     | 7722272
------------------------------------------------------------------------------------
Date: 12/12/2022 -- 00:22:41 (uptime: 0d, 00h 03m 53s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 441216
decoder.bytes                                 | Total                     | 373208749
decoder.ipv4                                  | Total                     | 441152
decoder.ipv6                                  | Total                     | 16
decoder.ethernet                              | Total                     | 441216
decoder.tcp                                   | Total                     | 377963
decoder.udp                                   | Total                     | 63174
decoder.icmpv4                                | Total                     | 28
decoder.icmpv6                                | Total                     | 3
decoder.avg_pkt_size                          | Total                     | 845
decoder.max_pkt_size                          | Total                     | 1514
flow.tcp                                      | Total                     | 1478
flow.udp                                      | Total                     | 1835
flow.icmpv6                                   | Total                     | 3
tcp.sessions                                  | Total                     | 1474
tcp.syn                                       | Total                     | 1505
tcp.synack                                    | Total                     | 1484
tcp.rst                                       | Total                     | 681
tcp.stream_depth_reached                      | Total                     | 12
tcp.overlap                                   | Total                     | 431
detect.alert                                  | Total                     | 150
app_layer.flow.http                           | Total                     | 125
app_layer.tx.http                             | Total                     | 226
app_layer.flow.ftp                            | Total                     | 1
app_layer.tx.ftp                              | Total                     | 18
app_layer.flow.tls                            | Total                     | 1123
app_layer.flow.ftp-data                       | Total                     | 1
app_layer.flow.dhcp                           | Total                     | 4
app_layer.tx.dhcp                             | Total                     | 8
app_layer.flow.dns_udp                        | Total                     | 1175
app_layer.tx.dns_udp                          | Total                     | 4023
app_layer.flow.failed_udp                     | Total                     | 656
flow_mgr.closed_pruned                        | Total                     | 1184
flow_mgr.new_pruned                           | Total                     | 335
flow_mgr.est_pruned                           | Total                     | 995
flow.spare                                    | Total                     | 10000
flow_mgr.flows_checked                        | Total                     | 83
flow_mgr.flows_notimeout                      | Total                     | 3
flow_mgr.flows_timeout                        | Total                     | 80
flow_mgr.flows_timeout_inuse                  | Total                     | 73
flow_mgr.flows_removed                        | Total                     | 7
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65453
flow_mgr.rows_maxlen                          | Total                     | 1
tcp.memuse                                    | Total                     | 1720320
tcp.reassembly_memuse                         | Total                     | 12106048
http.memuse                                   | Total                     | 354707
ftp.memuse                                    | Total                     | 1863
flow.memuse                                   | Total                     | 7739000
------------------------------------------------------------------------------------
Date: 12/12/2022 -- 00:22:49 (uptime: 0d, 00h 04m 01s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 456512
decoder.bytes                                 | Total                     | 389024347
decoder.ipv4                                  | Total                     | 456448
decoder.ipv6                                  | Total                     | 16
decoder.ethernet                              | Total                     | 456512
decoder.tcp                                   | Total                     | 393152
decoder.udp                                   | Total                     | 63281
decoder.icmpv4                                | Total                     | 28
decoder.icmpv6                                | Total                     | 3
decoder.avg_pkt_size                          | Total                     | 852
decoder.max_pkt_size                          | Total                     | 1514
flow.tcp                                      | Total                     | 1541
flow.udp                                      | Total                     | 1886
flow.icmpv6                                   | Total                     | 3
tcp.sessions                                  | Total                     | 1536
tcp.syn                                       | Total                     | 1567
tcp.synack                                    | Total                     | 1551
tcp.rst                                       | Total                     | 722
tcp.stream_depth_reached                      | Total                     | 15
tcp.overlap                                   | Total                     | 465
detect.alert                                  | Total                     | 156
app_layer.flow.http                           | Total                     | 136
app_layer.tx.http                             | Total                     | 256
app_layer.flow.ftp                            | Total                     | 1
app_layer.tx.ftp                              | Total                     | 18
app_layer.flow.tls                            | Total                     | 1169
app_layer.flow.ftp-data                       | Total                     | 1
app_layer.flow.dhcp                           | Total                     | 4
app_layer.tx.dhcp                             | Total                     | 8
app_layer.flow.dns_udp                        | Total                     | 1214
app_layer.tx.dns_udp                          | Total                     | 4142
app_layer.flow.failed_udp                     | Total                     | 668
flow_mgr.closed_pruned                        | Total                     | 1226
flow_mgr.new_pruned                           | Total                     | 341
flow_mgr.est_pruned                           | Total                     | 1147
flow.spare                                    | Total                     | 10022
flow_mgr.flows_checked                        | Total                     | 155
flow_mgr.flows_notimeout                      | Total                     | 12
flow_mgr.flows_timeout                        | Total                     | 143
flow_mgr.flows_timeout_inuse                  | Total                     | 100
flow_mgr.flows_removed                        | Total                     | 43
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65382
flow_mgr.rows_maxlen                          | Total                     | 2
tcp.memuse                                    | Total                     | 1720320
tcp.reassembly_memuse                         | Total                     | 11575648
http.memuse                                   | Total                     | 583289
ftp.memuse                                    | Total                     | 1863
flow.memuse                                   | Total                     | 7686192
------------------------------------------------------------------------------------
Date: 12/12/2022 -- 00:22:57 (uptime: 0d, 00h 04m 09s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 586112
decoder.bytes                                 | Total                     | 512430515
decoder.ipv4                                  | Total                     | 586032
decoder.ipv6                                  | Total                     | 18
decoder.ethernet                              | Total                     | 586112
decoder.tcp                                   | Total                     | 519101
decoder.udp                                   | Total                     | 66870
decoder.icmpv4                                | Total                     | 76
decoder.icmpv6                                | Total                     | 3
decoder.avg_pkt_size                          | Total                     | 874
decoder.max_pkt_size                          | Total                     | 1514
flow.tcp                                      | Total                     | 1636
flow.udp                                      | Total                     | 2069
flow.icmpv6                                   | Total                     | 3
tcp.sessions                                  | Total                     | 1630
tcp.syn                                       | Total                     | 1661
