------------------------------------------------------------------------------------
Date: 12/12/2022 -- 00:19:37 (uptime: 0d, 00h 00m 49s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
tcp.synack                                    | Total                     | 1644
tcp.rst                                       | Total                     | 804
tcp.stream_depth_reached                      | Total                     | 25
tcp.overlap                                   | Total                     | 524
detect.alert                                  | Total                     | 173
app_layer.flow.http                           | Total                     | 166
app_layer.tx.http                             | Total                     | 377
app_layer.flow.ftp                            | Total                     | 1
app_layer.tx.ftp                              | Total                     | 18
app_layer.flow.tls                            | Total                     | 1217
app_layer.flow.ssh                            | Total                     | 1
app_layer.flow.ftp-data                       | Total                     | 1
app_layer.flow.dhcp                           | Total                     | 4
app_layer.tx.dhcp                             | Total                     | 8
app_layer.flow.dns_udp                        | Total                     | 1291
app_layer.tx.dns_udp                          | Total                     | 4363
app_layer.flow.failed_udp                     | Total                     | 774
flow_mgr.closed_pruned                        | Total                     | 1416
flow_mgr.new_pruned                           | Total                     | 365
flow_mgr.est_pruned                           | Total                     | 1429
flow.spare                                    | Total                     | 10000
flow_mgr.flows_checked                        | Total                     | 140
flow_mgr.flows_notimeout                      | Total                     | 25
flow_mgr.flows_timeout                        | Total                     | 115
flow_mgr.flows_timeout_inuse                  | Total                     | 115
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65397
flow_mgr.rows_maxlen                          | Total                     | 2
tcp.memuse                                    | Total                     | 1720320
tcp.reassembly_memuse                         | Total                     | 7540448
http.memuse                                   | Total                     | 988107
ftp.memuse                                    | Total                     | 1863
flow.memuse                                   | Total                     | 7644536
------------------------------------------------------------------------------------
Date: 12/12/2022 -- 00:23:05 (uptime: 0d, 00h 04m 17s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 646720
decoder.bytes                                 | Total                     | 571931202
decoder.ipv4                                  | Total                     | 646640
decoder.ipv6                                  | Total                     | 18
decoder.ethernet                              | Total                     | 646720
decoder.tcp                                   | Total                     | 579208
decoder.udp                                   | Total                     | 67335
decoder.icmpv4                                | Total                     | 112
decoder.icmpv6                                | Total                     | 3
decoder.avg_pkt_size                          | Total                     | 884
decoder.max_pkt_size                          | Total                     | 1514
flow.tcp                                      | Total                     | 1742
flow.udp                                      | Total                     | 2230
flow.icmpv4                                   | Total                     | 1
flow.icmpv6                                   | Total                     | 3
tcp.sessions                                  | Total                     | 1735
tcp.syn                                       | Total                     | 1768
tcp.synack                                    | Total                     | 1752
tcp.rst                                       | Total                     | 849
tcp.stream_depth_reached                      | Total                     | 30
tcp.overlap                                   | Total                     | 572
detect.alert                                  | Total                     | 190
app_layer.flow.http                           | Total                     | 194
app_layer.tx.http                             | Total                     | 416
app_layer.flow.ftp                            | Total                     | 1
app_layer.tx.ftp                              | Total                     | 18
app_layer.flow.tls                            | Total                     | 1270
app_layer.flow.ssh                            | Total                     | 1
app_layer.flow.ftp-data                       | Total                     | 1
app_layer.flow.dhcp                           | Total                     | 5
app_layer.tx.dhcp                             | Total                     | 9
app_layer.flow.dns_udp                        | Total                     | 1385
app_layer.tx.dns_udp                          | Total                     | 4622
app_layer.flow.failed_udp                     | Total                     | 840
flow_mgr.closed_pruned                        | Total                     | 1507
flow_mgr.new_pruned                           | Total                     | 408
flow_mgr.est_pruned                           | Total                     | 1562
flow.spare                                    | Total                     | 9999
flow_mgr.flows_checked                        | Total                     | 122
flow_mgr.flows_notimeout                      | Total                     | 2
flow_mgr.flows_timeout                        | Total                     | 120
flow_mgr.flows_timeout_inuse                  | Total                     | 120
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65414
flow_mgr.rows_maxlen                          | Total                     | 1
tcp.memuse                                    | Total                     | 1720320
tcp.reassembly_memuse                         | Total                     | 6641968
http.memuse                                   | Total                     | 1162484
ftp.memuse                                    | Total                     | 1863
flow.memuse                                   | Total                     | 7635352
------------------------------------------------------------------------------------
Date: 12/12/2022 -- 00:23:13 (uptime: 0d, 00h 04m 25s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 774912
decoder.bytes                                 | Total                     | 701973512
decoder.ipv4                                  | Total                     | 774815
decoder.ipv6                                  | Total                     | 19
decoder.ethernet                              | Total                     | 774912
decoder.tcp                                   | Total                     | 706328
decoder.udp                                   | Total                     | 68387
decoder.icmpv4                                | Total                     | 115
decoder.icmpv6                                | Total                     | 4
decoder.avg_pkt_size                          | Total                     | 905
decoder.max_pkt_size                          | Total                     | 1514
flow.tcp                                      | Total                     | 1867
flow.udp                                      | Total                     | 2468
flow.icmpv4                                   | Total                     | 2
flow.icmpv6                                   | Total                     | 4
tcp.sessions                                  | Total                     | 1859
tcp.syn                                       | Total                     | 1896
tcp.synack                                    | Total                     | 1883
tcp.rst                                       | Total                     | 917
tcp.stream_depth_reached                      | Total                     | 34
tcp.overlap                                   | Total                     | 620
detect.alert                                  | Total                     | 262
app_layer.flow.http                           | Total                     | 232
app_layer.tx.http                             | Total                     | 487
app_layer.flow.ftp                            | Total                     | 1
app_layer.tx.ftp                              | Total                     | 18
app_layer.flow.tls                            | Total                     | 1318
app_layer.flow.ssh                            | Total                     | 1
app_layer.flow.ftp-data                       | Total                     | 1
app_layer.flow.dhcp                           | Total                     | 7
app_layer.tx.dhcp                             | Total                     | 14
app_layer.flow.failed_tcp                     | Total                     | 2
app_layer.flow.dns_udp                        | Total                     | 1488
app_layer.tx.dns_udp                          | Total                     | 4934
app_layer.flow.failed_udp                     | Total                     | 973
flow_mgr.closed_pruned                        | Total                     | 1806
flow_mgr.new_pruned                           | Total                     | 470
flow_mgr.est_pruned                           | Total                     | 1878
flow.spare                                    | Total                     | 10000
flow_mgr.flows_checked                        | Total                     | 15
flow_mgr.flows_notimeout                      | Total                     | 1
flow_mgr.flows_timeout                        | Total                     | 14
flow_mgr.flows_timeout_inuse                  | Total                     | 14
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65521
flow_mgr.rows_empty                           | Total                     | 1
flow_mgr.rows_maxlen                          | Total                     | 2
tcp.memuse                                    | Total                     | 1720320
tcp.reassembly_memuse                         | Total                     | 1967520
http.memuse                                   | Total                     | 130107
ftp.memuse                                    | Total                     | 1863
flow.memuse                                   | Total                     | 7537608
------------------------------------------------------------------------------------
Date: 12/12/2022 -- 00:23:21 (uptime: 0d, 00h 04m 33s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 848640
decoder.bytes                                 | Total                     | 769588271
decoder.ipv4                                  | Total                     | 848533
decoder.ipv6                                  | Total                     | 19
decoder.ethernet                              | Total                     | 848640
decoder.tcp                                   | Total                     | 776548
decoder.udp                                   | Total                     | 71883
decoder.icmpv4                                | Total                     | 117
decoder.icmpv6                                | Total                     | 4
decoder.avg_pkt_size                          | Total                     | 906
decoder.max_pkt_size                          | Total                     | 1514
flow.tcp                                      | Total                     | 1917
flow.udp                                      | Total                     | 2524
flow.icmpv4                                   | Total                     | 2
flow.icmpv6                                   | Total                     | 4
tcp.sessions                                  | Total                     | 1908
tcp.syn                                       | Total                     | 1945
tcp.synack                                    | Total                     | 1931
tcp.rst                                       | Total                     | 938
tcp.stream_depth_reached                      | Total                     | 34
tcp.overlap                                   | Total                     | 620
detect.alert                                  | Total                     | 266
app_layer.flow.http                           | Total                     | 236
app_layer.tx.http                             | Total                     | 492
app_layer.flow.ftp                            | Total                     | 1
app_layer.tx.ftp                              | Total                     | 18
app_layer.flow.tls                            | Total                     | 1355
app_layer.flow.ssh                            | Total                     | 1
app_layer.flow.ftp-data                       | Total                     | 1
app_layer.flow.dhcp                           | Total                     | 7
app_layer.tx.dhcp                             | Total                     | 14
app_layer.flow.failed_tcp                     | Total                     | 3
app_layer.flow.dns_udp                        | Total                     | 1513
app_layer.tx.dns_udp                          | Total                     | 5018
app_layer.flow.failed_udp                     | Total                     | 1004
flow_mgr.closed_pruned                        | Total                     | 1836
flow_mgr.new_pruned                           | Total                     | 480
flow_mgr.est_pruned                           | Total                     | 1917
flow.spare                                    | Total                     | 10000
flow_mgr.flows_checked                        | Total                     | 9
flow_mgr.flows_timeout                        | Total                     | 9
flow_mgr.flows_timeout_inuse                  | Total                     | 9
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65527
flow_mgr.rows_maxlen                          | Total                     | 1
tcp.memuse                                    | Total                     | 1720320
tcp.reassembly_memuse                         | Total                     | 4011360
http.memuse                                   | Total                     | 102101
ftp.memuse                                    | Total                     | 1863
flow.memuse                                   | Total                     | 7553352
------------------------------------------------------------------------------------
Date: 12/12/2022 -- 00:23:29 (uptime: 0d, 00h 04m 41s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 892480
decoder.bytes                                 | Total                     | 804127679
decoder.ipv4                                  | Total                     | 892354
decoder.ipv6                                  | Total                     | 26
decoder.ethernet                              | Total                     | 892480
decoder.tcp                                   | Total                     | 812117
decoder.udp                                   | Total                     | 80000
decoder.icmpv4                                | Total                     | 258
decoder.icmpv6                                | Total                     | 5
decoder.avg_pkt_size                          | Total                     | 901
decoder.max_pkt_size                          | Total                     | 1514
flow.tcp                                      | Total                     | 2007
flow.udp                                      | Total                     | 2651
flow.icmpv4                                   | Total                     | 2
flow.icmpv6                                   | Total                     | 4
tcp.sessions                                  | Total                     | 1998
tcp.syn                                       | Total                     | 2037
tcp.synack                                    | Total                     | 2019
tcp.rst                                       | Total                     | 994
tcp.stream_depth_reached                      | Total                     | 35
tcp.overlap                                   | Total                     | 627
detect.alert                                  | Total                     | 296
app_layer.flow.http                           | Total                     | 250
app_layer.tx.http                             | Total                     | 513
app_layer.flow.ftp                            | Total                     | 1
app_layer.tx.ftp                              | Total                     | 18
app_layer.flow.tls                            | Total                     | 1404
app_layer.flow.ssh                            | Total                     | 1
app_layer.flow.ftp-data                       | Total                     | 1
app_layer.flow.dhcp                           | Total                     | 9
app_layer.tx.dhcp                             | Total                     | 18
app_layer.flow.failed_tcp                     | Total                     | 4
app_layer.flow.dns_udp                        | Total                     | 1575
app_layer.tx.dns_udp                          | Total                     | 5232
app_layer.flow.failed_udp                     | Total                     | 1067
flow_mgr.closed_pruned                        | Total                     | 1847
flow_mgr.new_pruned                           | Total                     | 487
flow_mgr.est_pruned                           | Total                     | 1963
flow.spare                                    | Total                     | 10000
flow_mgr.flows_checked                        | Total                     | 24
flow_mgr.flows_notimeout                      | Total                     | 8
flow_mgr.flows_timeout                        | Total                     | 16
flow_mgr.flows_timeout_inuse                  | Total                     | 16
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65512
flow_mgr.rows_maxlen                          | Total                     | 1
tcp.memuse                                    | Total                     | 1720320
tcp.reassembly_memuse                         | Total                     | 5877088
http.memuse                                   | Total                     | 488893
ftp.memuse                                    | Total                     | 1863
flow.memuse                                   | Total                     | 7610096
------------------------------------------------------------------------------------
Date: 12/12/2022 -- 00:23:37 (uptime: 0d, 00h 04m 49s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 936768
decoder.bytes                                 | Total                     | 835339607
decoder.ipv4                                  | Total                     | 936632
decoder.ipv6                                  | Total                     | 32
decoder.ethernet                              | Total                     | 936768
decoder.tcp                                   | Total                     | 844404
decoder.udp                                   | Total                     | 91987
decoder.icmpv4                                | Total                     | 268
decoder.icmpv6                                | Total                     | 5
decoder.avg_pkt_size                          | Total                     | 891
decoder.max_pkt_size                          | Total                     | 1514
flow.tcp                                      | Total                     | 2187
flow.udp                                      | Total                     | 2947
flow.icmpv4                                   | Total                     | 2
flow.icmpv6                                   | Total                     | 4
tcp.sessions                                  | Total                     | 2178
tcp.syn                                       | Total                     | 2217
tcp.synack                                    | Total                     | 2202
tcp.rst                                       | Total                     | 1090
tcp.stream_depth_reached                      | Total                     | 35
tcp.overlap                                   | Total                     | 671
detect.alert                                  | Total                     | 316
app_layer.flow.http                           | Total                     | 280
app_layer.tx.http                             | Total                     | 551
app_layer.flow.ftp                            | Total                     | 1
app_layer.tx.ftp                              | Total                     | 18
app_layer.flow.tls                            | Total                     | 1493
app_layer.flow.ssh                            | Total                     | 1
app_layer.flow.ftp-data                       | Total                     | 1
app_layer.flow.dhcp                           | Total                     | 9
app_layer.tx.dhcp                             | Total                     | 18
app_layer.flow.failed_tcp                     | Total                     | 13
app_layer.flow.dns_udp                        | Total                     | 1651
app_layer.tx.dns_udp                          | Total                     | 5482
app_layer.flow.failed_udp                     | Total                     | 1287
flow_mgr.closed_pruned                        | Total                     | 1864
flow_mgr.new_pruned                           | Total                     | 504
flow_mgr.est_pruned                           | Total                     | 2015
flow.spare                                    | Total                     | 10000
flow_mgr.flows_checked                        | Total                     | 95
flow_mgr.flows_notimeout                      | Total                     | 5
flow_mgr.flows_timeout                        | Total                     | 90
flow_mgr.flows_timeout_inuse                  | Total                     | 90
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65443
flow_mgr.rows_maxlen                          | Total                     | 2
tcp.memuse                                    | Total                     | 1720320
tcp.reassembly_memuse                         | Total                     | 8101584
http.memuse                                   | Total                     | 1042064
ftp.memuse                                    | Total                     | 1863
flow.memuse                                   | Total                     | 7712432
------------------------------------------------------------------------------------
Date: 12/12/2022 -- 00:23:45 (uptime: 0d, 00h 04m 57s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 946560
decoder.bytes                                 | Total                     | 841046846
decoder.ipv4                                  | Total                     | 946424
decoder.ipv6                                  | Total                     | 32
decoder.ethernet                              | Total                     | 946560
decoder.tcp                                   | Total                     | 848109
decoder.udp                                   | Total                     | 98073
decoder.icmpv4                                | Total                     | 269
decoder.icmpv6                                | Total                     | 5
decoder.avg_pkt_size                          | Total                     | 888
decoder.max_pkt_size                          | Total                     | 1514
flow.tcp                                      | Total                     | 2304
flow.udp                                      | Total                     | 3205
flow.icmpv4                                   | Total                     | 2
flow.icmpv6                                   | Total                     | 5
tcp.sessions                                  | Total                     | 2295
tcp.syn                                       | Total                     | 2334
tcp.synack                                    | Total                     | 2323
tcp.rst                                       | Total                     | 1155
tcp.stream_depth_reached                      | Total                     | 36
tcp.overlap                                   | Total                     | 722
detect.alert                                  | Total                     | 325
app_layer.flow.http                           | Total                     | 310
app_layer.tx.http                             | Total                     | 583
app_layer.flow.ftp                            | Total                     | 1
app_layer.tx.ftp                              | Total                     | 18
app_layer.flow.tls                            | Total                     | 1546
app_layer.flow.ssh                            | Total                     | 1
app_layer.flow.ftp-data                       | Total                     | 1
app_layer.flow.dhcp                           | Total                     | 9
app_layer.tx.dhcp                             | Total                     | 18
app_layer.flow.failed_tcp                     | Total                     | 17
app_layer.flow.dns_udp                        | Total                     | 1701
app_layer.tx.dns_udp                          | Total                     | 5624
app_layer.flow.failed_udp                     | Total                     | 1495
flow_mgr.closed_pruned                        | Total                     | 1880
flow_mgr.new_pruned                           | Total                     | 513
flow_mgr.est_pruned                           | Total                     | 2108
flow.spare                                    | Total                     | 10000
flow_mgr.flows_checked                        | Total                     | 167
flow_mgr.flows_notimeout                      | Total                     | 12
flow_mgr.flows_timeout                        | Total                     | 155
flow_mgr.flows_timeout_inuse                  | Total                     | 155
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65373
flow_mgr.rows_maxlen                          | Total                     | 2
tcp.memuse                                    | Total                     | 1720320
tcp.reassembly_memuse                         | Total                     | 8889312
http.memuse                                   | Total                     | 1498875
ftp.memuse                                    | Total                     | 1863
flow.memuse                                   | Total                     | 7814440
------------------------------------------------------------------------------------
Date: 12/12/2022 -- 00:23:53 (uptime: 0d, 00h 05m 05s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 955008
decoder.bytes                                 | Total                     | 846347867
decoder.ipv4                                  | Total                     | 954872
decoder.ipv6                                  | Total                     | 32
decoder.ethernet                              | Total                     | 955008
decoder.tcp                                   | Total                     | 853390
decoder.udp                                   | Total                     | 101237
decoder.icmpv4                                | Total                     | 272
decoder.icmpv6                                | Total                     | 5
decoder.avg_pkt_size                          | Total                     | 886
decoder.max_pkt_size                          | Total                     | 1514
flow.tcp                                      | Total                     | 2479
flow.udp                                      | Total                     | 3251
flow.icmpv4                                   | Total                     | 2
flow.icmpv6                                   | Total                     | 5
tcp.sessions                                  | Total                     | 2470
tcp.syn                                       | Total                     | 2522
tcp.synack                                    | Total                     | 2479
tcp.rst                                       | Total                     | 1232
tcp.stream_depth_reached                      | Total                     | 37
tcp.overlap                                   | Total                     | 792
detect.alert                                  | Total                     | 341
app_layer.flow.http                           | Total                     | 322
app_layer.tx.http                             | Total                     | 600
app_layer.flow.ftp                            | Total                     | 1
app_layer.tx.ftp                              | Total                     | 18
app_layer.flow.tls                            | Total                     | 1591
app_layer.flow.ssh                            | Total                     | 1
app_layer.flow.ftp-data                       | Total                     | 1
app_layer.flow.dhcp                           | Total                     | 9
app_layer.tx.dhcp                             | Total                     | 18
app_layer.flow.failed_tcp                     | Total                     | 36
app_layer.flow.dns_udp                        | Total                     | 1728
app_layer.tx.dns_udp                          | Total                     | 5739
app_layer.flow.failed_udp                     | Total                     | 1514
flow_mgr.closed_pruned                        | Total                     | 1888
flow_mgr.new_pruned                           | Total                     | 514
flow_mgr.est_pruned                           | Total                     | 2111
flow.spare                                    | Total                     | 9991
flow_mgr.flows_checked                        | Total                     | 153
flow_mgr.flows_notimeout                      | Total                     | 3
flow_mgr.flows_timeout                        | Total                     | 150
flow_mgr.flows_timeout_inuse                  | Total                     | 150
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65386
flow_mgr.rows_maxlen                          | Total                     | 2
tcp.memuse                                    | Total                     | 1720320
tcp.reassembly_memuse                         | Total                     | 14792576
http.memuse                                   | Total                     | 2212341
ftp.memuse                                    | Total                     | 1863
flow.memuse                                   | Total                     | 7910872
------------------------------------------------------------------------------------
Date: 12/12/2022 -- 00:24:01 (uptime: 0d, 00h 05m 13s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 971264
decoder.bytes                                 | Total                     | 856699518
decoder.ipv4                                  | Total                     | 971126
decoder.ipv6                                  | Total                     | 32
decoder.ethernet                              | Total                     | 971264
decoder.tcp                                   | Total                     | 863226
decoder.udp                                   | Total                     | 107650
decoder.icmpv4                                | Total                     | 277
decoder.icmpv6                                | Total                     | 5
decoder.avg_pkt_size                          | Total                     | 882
decoder.max_pkt_size                          | Total                     | 1514
flow.tcp                                      | Total                     | 2587
flow.udp                                      | Total                     | 3282
flow.icmpv4                                   | Total                     | 2
flow.icmpv6                                   | Total                     | 5
tcp.sessions                                  | Total                     | 2578
tcp.syn                                       | Total                     | 2666
tcp.synack                                    | Total                     | 2606
tcp.rst                                       | Total                     | 1370
tcp.stream_depth_reached                      | Total                     | 41
tcp.overlap                                   | Total                     | 867
detect.alert                                  | Total                     | 354
app_layer.flow.http                           | Total                     | 342
app_layer.tx.http                             | Total                     | 616
app_layer.flow.ftp                            | Total                     | 1
app_layer.tx.ftp                              | Total                     | 18
app_layer.flow.tls                            | Total                     | 1661
app_layer.flow.ssh                            | Total                     | 1
app_layer.flow.ftp-data                       | Total                     | 1
app_layer.flow.dhcp                           | Total                     | 9
app_layer.tx.dhcp                             | Total                     | 18
app_layer.flow.failed_tcp                     | Total                     | 37
app_layer.flow.dns_udp                        | Total                     | 1750
app_layer.tx.dns_udp                          | Total                     | 5826
app_layer.flow.failed_udp                     | Total                     | 1523
flow_mgr.closed_pruned                        | Total                     | 1891
flow_mgr.new_pruned                           | Total                     | 516
flow_mgr.est_pruned                           | Total                     | 2112
flow.spare                                    | Total                     | 10000
flow_mgr.flows_checked                        | Total                     | 151
flow_mgr.flows_notimeout                      | Total                     | 4
flow_mgr.flows_timeout                        | Total                     | 147
flow_mgr.flows_timeout_inuse                  | Total                     | 147
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65388
flow_mgr.rows_maxlen                          | Total                     | 2
tcp.memuse                                    | Total                     | 1720320
tcp.reassembly_memuse                         | Total                     | 13863040
http.memuse                                   | Total                     | 1335678
ftp.memuse                                    | Total                     | 1863
flow.memuse                                   | Total                     | 7925304
------------------------------------------------------------------------------------
Date: 12/12/2022 -- 00:24:09 (uptime: 0d, 00h 05m 21s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 977128
decoder.bytes                                 | Total                     | 861092622
decoder.ipv4                                  | Total                     | 976990
decoder.ipv6                                  | Total                     | 32
decoder.ethernet                              | Total                     | 977128
decoder.tcp                                   | Total                     | 868189
decoder.udp                                   | Total                     | 108551
decoder.icmpv4                                | Total                     | 277
decoder.icmpv6                                | Total                     | 5
decoder.avg_pkt_size                          | Total                     | 881
decoder.max_pkt_size                          | Total                     | 1514
flow.tcp                                      | Total                     | 2838
flow.udp                                      | Total                     | 3519
flow.icmpv4                                   | Total                     | 2
flow.icmpv6                                   | Total                     | 5
tcp.sessions                                  | Total                     | 2829
tcp.syn                                       | Total                     | 2920
tcp.synack                                    | Total                     | 2856
tcp.rst                                       | Total                     | 1530
tcp.stream_depth_reached                      | Total                     | 41
tcp.overlap                                   | Total                     | 2299
detect.alert                                  | Total                     | 375
app_layer.flow.http                           | Total                     | 353
app_layer.tx.http                             | Total                     | 627
app_layer.flow.ftp                            | Total                     | 1
app_layer.tx.ftp                              | Total                     | 18
app_layer.flow.tls                            | Total                     | 1731
app_layer.flow.ssh                            | Total                     | 1
app_layer.flow.ftp-data                       | Total                     | 1
app_layer.flow.dhcp                           | Total                     | 9
app_layer.tx.dhcp                             | Total                     | 18
app_layer.flow.failed_tcp                     | Total                     | 55
app_layer.flow.dns_udp                        | Total                     | 1793
app_layer.tx.dns_udp                          | Total                     | 5973
app_layer.flow.failed_udp                     | Total                     | 1717
flow_mgr.closed_pruned                        | Total                     | 1961
flow_mgr.new_pruned                           | Total                     | 519
flow_mgr.est_pruned                           | Total                     | 2114
flow.spare                                    | Total                     | 10000
flow_mgr.flows_checked                        | Total                     | 96
flow_mgr.flows_notimeout                      | Total                     | 3
flow_mgr.flows_timeout                        | Total                     | 93
flow_mgr.flows_timeout_inuse                  | Total                     | 92
flow_mgr.flows_removed                        | Total                     | 1
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65442
flow_mgr.rows_maxlen                          | Total                     | 2
tcp.memuse                                    | Total                     | 1720320
tcp.reassembly_memuse                         | Total                     | 25910544
http.memuse                                   | Total                     | 882377
ftp.memuse                                    | Total                     | 1863
flow.memuse                                   | Total                     | 7915136
------------------------------------------------------------------------------------
Date: 12/12/2022 -- 00:24:17 (uptime: 0d, 00h 05m 29s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 977128
decoder.bytes                                 | Total                     | 861092622
decoder.ipv4                                  | Total                     | 976990
decoder.ipv6                                  | Total                     | 32
decoder.ethernet                              | Total                     | 977128
decoder.tcp                                   | Total                     | 868189
decoder.udp                                   | Total                     | 108551
decoder.icmpv4                                | Total                     | 277
decoder.icmpv6                                | Total                     | 5
decoder.avg_pkt_size                          | Total                     | 881
decoder.max_pkt_size                          | Total                     | 1514
flow.tcp                                      | Total                     | 2882
flow.udp                                      | Total                     | 3526
flow.icmpv4                                   | Total                     | 2
flow.icmpv6                                   | Total                     | 5
tcp.sessions                                  | Total                     | 2873
tcp.syn                                       | Total                     | 2979
tcp.synack                                    | Total                     | 2906
tcp.rst                                       | Total                     | 1588
tcp.stream_depth_reached                      | Total                     | 42
tcp.overlap                                   | Total                     | 2327
detect.alert                                  | Total                     | 378
app_layer.flow.http                           | Total                     | 361
app_layer.tx.http                             | Total                     | 635
app_layer.flow.ftp                            | Total                     | 1
app_layer.tx.ftp                              | Total                     | 18
app_layer.flow.tls                            | Total                     | 1760
app_layer.flow.ssh                            | Total                     | 1
app_layer.flow.ftp-data                       | Total                     | 1
app_layer.flow.dhcp                           | Total                     | 9
app_layer.tx.dhcp                             | Total                     | 18
app_layer.flow.failed_tcp                     | Total                     | 55
app_layer.flow.dns_udp                        | Total                     | 1796
app_layer.tx.dns_udp                          | Total                     | 5988
app_layer.flow.failed_udp                     | Total                     | 1721
flow_mgr.closed_pruned                        | Total                     | 1961
flow_mgr.new_pruned                           | Total                     | 519
flow_mgr.est_pruned                           | Total                     | 2114
flow.spare                                    | Total                     | 10000
flow_mgr.flows_checked                        | Total                     | 96
flow_mgr.flows_notimeout                      | Total                     | 3
flow_mgr.flows_timeout                        | Total                     | 93
flow_mgr.flows_timeout_inuse                  | Total                     | 92
flow_mgr.flows_removed                        | Total                     | 1
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65442
flow_mgr.rows_maxlen                          | Total                     | 2
tcp.memuse                                    | Total                     | 1720320
tcp.reassembly_memuse                         | Total                     | 27609216
http.memuse                                   | Total                     | 1121873
ftp.memuse                                    | Total                     | 1863
flow.memuse                                   | Total                     | 7915136
------------------------------------------------------------------------------------
Date: 12/12/2022 -- 00:24:25 (uptime: 0d, 00h 05m 37s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 977128
decoder.bytes                                 | Total                     | 861092622
decoder.ipv4                                  | Total                     | 976990
decoder.ipv6                                  | Total                     | 32
decoder.ethernet                              | Total                     | 977128
decoder.tcp                                   | Total                     | 868189
decoder.udp                                   | Total                     | 108551
decoder.icmpv4                                | Total                     | 277
decoder.icmpv6                                | Total                     | 5
decoder.avg_pkt_size                          | Total                     | 881
decoder.max_pkt_size                          | Total                     | 1514
flow.tcp                                      | Total                     | 2890
flow.udp                                      | Total                     | 3528
flow.icmpv4                                   | Total                     | 2
flow.icmpv6                                   | Total                     | 5
tcp.sessions                                  | Total                     | 2881
tcp.syn                                       | Total                     | 2987
tcp.synack                                    | Total                     | 2915
tcp.rst                                       | Total                     | 1589
tcp.stream_depth_reached                      | Total                     | 42
tcp.overlap                                   | Total                     | 2340
detect.alert                                  | Total                     | 378
app_layer.flow.http                           | Total                     | 361
app_layer.tx.http                             | Total                     | 635
app_layer.flow.ftp                            | Total                     | 1
app_layer.tx.ftp                              | Total                     | 18
app_layer.flow.tls                            | Total                     | 1772
app_layer.flow.ssh                            | Total                     | 1
app_layer.flow.ftp-data                       | Total                     | 1
app_layer.flow.dhcp                           | Total                     | 9
app_layer.tx.dhcp                             | Total                     | 18
app_layer.flow.failed_tcp                     | Total                     | 55
app_layer.flow.dns_udp                        | Total                     | 1797
app_layer.tx.dns_udp                          | Total                     | 5992
app_layer.flow.failed_udp                     | Total                     | 1722
flow_mgr.closed_pruned                        | Total                     | 1961
flow_mgr.new_pruned                           | Total                     | 519
flow_mgr.est_pruned                           | Total                     | 2114
flow.spare                                    | Total                     | 10000
flow_mgr.flows_checked                        | Total                     | 96
flow_mgr.flows_notimeout                      | Total                     | 3
flow_mgr.flows_timeout                        | Total                     | 93
flow_mgr.flows_timeout_inuse                  | Total                     | 92
flow_mgr.flows_removed                        | Total                     | 1
