------------------------------------------------------------------------------------
Date: 12/11/2022 -- 23:24:31 (uptime: 0d, 00h 00m 38s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65519
flow_mgr.rows_maxlen                          | Total                     | 1
tcp.memuse                                    | Total                     | 573480
tcp.reassembly_memuse                         | Total                     | 4166424
http.memuse                                   | Total                     | 75264
ftp.memuse                                    | Total                     | 1731
app_layer.expectations                        | Total                     | 1
flow.memuse                                   | Total                     | 7635352
------------------------------------------------------------------------------------
Date: 12/11/2022 -- 23:52:53 (uptime: 0d, 00h 03m 57s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 759680
decoder.bytes                                 | Total                     | 731299297
decoder.ipv4                                  | Total                     | 758558
decoder.ipv6                                  | Total                     | 544
decoder.ethernet                              | Total                     | 759680
decoder.tcp                                   | Total                     | 249868
decoder.udp                                   | Total                     | 508822
decoder.icmpv4                                | Total                     | 281
decoder.icmpv6                                | Total                     | 131
decoder.avg_pkt_size                          | Total                     | 962
decoder.max_pkt_size                          | Total                     | 1514
flow.tcp                                      | Total                     | 546
flow.udp                                      | Total                     | 2096
flow.icmpv6                                   | Total                     | 12
tcp.sessions                                  | Total                     | 535
tcp.syn                                       | Total                     | 739
tcp.synack                                    | Total                     | 483
tcp.rst                                       | Total                     | 385
tcp.stream_depth_reached                      | Total                     | 20
tcp.reassembly_gap                            | Total                     | 5
tcp.overlap                                   | Total                     | 9
detect.alert                                  | Total                     | 5195
app_layer.flow.http                           | Total                     | 135
app_layer.tx.http                             | Total                     | 221
app_layer.flow.ftp                            | Total                     | 1
app_layer.tx.ftp                              | Total                     | 15
app_layer.flow.tls                            | Total                     | 305
app_layer.flow.dns_tcp                        | Total                     | 1
app_layer.tx.dns_tcp                          | Total                     | 2
app_layer.flow.ntp                            | Total                     | 13
app_layer.tx.ntp                              | Total                     | 144
app_layer.flow.krb5_tcp                       | Total                     | 1
app_layer.tx.krb5_tcp                         | Total                     | 1
app_layer.flow.dhcp                           | Total                     | 17
app_layer.tx.dhcp                             | Total                     | 150
app_layer.flow.failed_tcp                     | Total                     | 8
app_layer.flow.dns_udp                        | Total                     | 1505
app_layer.tx.dns_udp                          | Total                     | 2723
app_layer.flow.failed_udp                     | Total                     | 561
flow_mgr.closed_pruned                        | Total                     | 375
flow_mgr.new_pruned                           | Total                     | 932
flow_mgr.est_pruned                           | Total                     | 885
flow.spare                                    | Total                     | 10000
flow.tcp_reuse                                | Total                     | 2
flow_mgr.flows_checked                        | Total                     | 10
flow_mgr.flows_notimeout                      | Total                     | 5
flow_mgr.flows_timeout                        | Total                     | 5
flow_mgr.flows_timeout_inuse                  | Total                     | 5
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65526
flow_mgr.rows_maxlen                          | Total                     | 1
tcp.memuse                                    | Total                     | 573440
tcp.reassembly_memuse                         | Total                     | 4125420
http.memuse                                   | Total                     | 74880
ftp.memuse                                    | Total                     | 1731
app_layer.expectations                        | Total                     | 1
flow.memuse                                   | Total                     | 7626168
------------------------------------------------------------------------------------
Date: 12/11/2022 -- 23:53:01 (uptime: 0d, 00h 04m 05s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 873344
decoder.bytes                                 | Total                     | 836233568
decoder.ipv4                                  | Total                     | 872196
decoder.ipv6                                  | Total                     | 553
decoder.ethernet                              | Total                     | 873344
decoder.tcp                                   | Total                     | 260332
decoder.udp                                   | Total                     | 612001
decoder.icmpv4                                | Total                     | 282
decoder.icmpv6                                | Total                     | 134
decoder.avg_pkt_size                          | Total                     | 957
decoder.max_pkt_size                          | Total                     | 1514
flow.tcp                                      | Total                     | 547
flow.udp                                      | Total                     | 2099
flow.icmpv6                                   | Total                     | 12
tcp.sessions                                  | Total                     | 536
tcp.syn                                       | Total                     | 743
tcp.synack                                    | Total                     | 484
tcp.rst                                       | Total                     | 393
tcp.stream_depth_reached                      | Total                     | 20
tcp.reassembly_gap                            | Total                     | 5
tcp.overlap                                   | Total                     | 9
detect.alert                                  | Total                     | 7479
app_layer.flow.http                           | Total                     | 135
app_layer.tx.http                             | Total                     | 221
app_layer.flow.ftp                            | Total                     | 1
app_layer.tx.ftp                              | Total                     | 15
app_layer.flow.tls                            | Total                     | 306
app_layer.flow.dns_tcp                        | Total                     | 1
app_layer.tx.dns_tcp                          | Total                     | 2
app_layer.flow.ntp                            | Total                     | 13
app_layer.tx.ntp                              | Total                     | 146
app_layer.flow.krb5_tcp                       | Total                     | 1
app_layer.tx.krb5_tcp                         | Total                     | 1
app_layer.flow.dhcp                           | Total                     | 17
app_layer.tx.dhcp                             | Total                     | 150
app_layer.flow.failed_tcp                     | Total                     | 8
app_layer.flow.dns_udp                        | Total                     | 1505
app_layer.tx.dns_udp                          | Total                     | 2723
app_layer.flow.failed_udp                     | Total                     | 564
flow_mgr.closed_pruned                        | Total                     | 385
flow_mgr.new_pruned                           | Total                     | 952
flow_mgr.est_pruned                           | Total                     | 895
flow.spare                                    | Total                     | 10000
flow.tcp_reuse                                | Total                     | 2
flow_mgr.flows_checked                        | Total                     | 7
flow_mgr.flows_notimeout                      | Total                     | 5
flow_mgr.flows_timeout                        | Total                     | 2
flow_mgr.flows_timeout_inuse                  | Total                     | 2
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65529
flow_mgr.rows_maxlen                          | Total                     | 1
tcp.memuse                                    | Total                     | 573440
tcp.reassembly_memuse                         | Total                     | 4102892
http.memuse                                   | Total                     | 74688
ftp.memuse                                    | Total                     | 1731
app_layer.expectations                        | Total                     | 1
flow.memuse                                   | Total                     | 7601896
------------------------------------------------------------------------------------
Date: 12/11/2022 -- 23:53:09 (uptime: 0d, 00h 04m 13s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 1066112
decoder.bytes                                 | Total                     | 1011866511
decoder.ipv4                                  | Total                     | 1064870
decoder.ipv6                                  | Total                     | 614
decoder.ethernet                              | Total                     | 1066112
decoder.tcp                                   | Total                     | 277650
decoder.udp                                   | Total                     | 787401
decoder.icmpv4                                | Total                     | 296
decoder.icmpv6                                | Total                     | 137
decoder.avg_pkt_size                          | Total                     | 949
decoder.max_pkt_size                          | Total                     | 1514
flow.tcp                                      | Total                     | 553
flow.udp                                      | Total                     | 2134
flow.icmpv6                                   | Total                     | 12
tcp.sessions                                  | Total                     | 542
tcp.syn                                       | Total                     | 760
tcp.synack                                    | Total                     | 486
tcp.rst                                       | Total                     | 399
tcp.stream_depth_reached                      | Total                     | 20
tcp.reassembly_gap                            | Total                     | 5
tcp.overlap                                   | Total                     | 9
detect.alert                                  | Total                     | 10872
app_layer.flow.http                           | Total                     | 135
app_layer.tx.http                             | Total                     | 221
app_layer.flow.ftp                            | Total                     | 1
app_layer.tx.ftp                              | Total                     | 15
app_layer.flow.tls                            | Total                     | 307
app_layer.flow.dns_tcp                        | Total                     | 1
app_layer.tx.dns_tcp                          | Total                     | 2
app_layer.flow.ntp                            | Total                     | 13
app_layer.tx.ntp                              | Total                     | 147
app_layer.flow.krb5_tcp                       | Total                     | 1
app_layer.tx.krb5_tcp                         | Total                     | 1
app_layer.flow.dhcp                           | Total                     | 17
app_layer.tx.dhcp                             | Total                     | 156
app_layer.flow.failed_tcp                     | Total                     | 8
app_layer.flow.dns_udp                        | Total                     | 1512
app_layer.tx.dns_udp                          | Total                     | 2740
app_layer.flow.failed_udp                     | Total                     | 592
flow_mgr.closed_pruned                        | Total                     | 401
flow_mgr.new_pruned                           | Total                     | 995
flow_mgr.est_pruned                           | Total                     | 912
flow.spare                                    | Total                     | 10000
flow.tcp_reuse                                | Total                     | 2
flow_mgr.flows_checked                        | Total                     | 2
flow_mgr.flows_timeout                        | Total                     | 2
flow_mgr.flows_timeout_inuse                  | Total                     | 2
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65534
flow_mgr.rows_maxlen                          | Total                     | 1
tcp.memuse                                    | Total                     | 573440
tcp.reassembly_memuse                         | Total                     | 4025068
http.memuse                                   | Total                     | 74688
ftp.memuse                                    | Total                     | 1731
app_layer.expectations                        | Total                     | 1
flow.memuse                                   | Total                     | 7606488
------------------------------------------------------------------------------------
Date: 12/11/2022 -- 23:53:17 (uptime: 0d, 00h 04m 21s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 1281344
decoder.bytes                                 | Total                     | 1206746202
decoder.ipv4                                  | Total                     | 1280068
decoder.ipv6                                  | Total                     | 617
decoder.ethernet                              | Total                     | 1281344
decoder.tcp                                   | Total                     | 297855
decoder.udp                                   | Total                     | 982365
decoder.icmpv4                                | Total                     | 313
decoder.icmpv6                                | Total                     | 140
decoder.avg_pkt_size                          | Total                     | 941
decoder.max_pkt_size                          | Total                     | 1514
flow.tcp                                      | Total                     | 568
flow.udp                                      | Total                     | 2157
flow.icmpv6                                   | Total                     | 12
defrag.ipv4.fragments                         | Total                     | 12
defrag.ipv4.reassembled                       | Total                     | 6
tcp.sessions                                  | Total                     | 557
tcp.syn                                       | Total                     | 828
tcp.synack                                    | Total                     | 486
tcp.rst                                       | Total                     | 420
tcp.stream_depth_reached                      | Total                     | 20
tcp.reassembly_gap                            | Total                     | 5
tcp.overlap                                   | Total                     | 9
detect.alert                                  | Total                     | 14429
app_layer.flow.http                           | Total                     | 135
app_layer.tx.http                             | Total                     | 221
app_layer.flow.ftp                            | Total                     | 1
app_layer.tx.ftp                              | Total                     | 15
app_layer.flow.tls                            | Total                     | 307
app_layer.flow.dns_tcp                        | Total                     | 1
app_layer.tx.dns_tcp                          | Total                     | 2
app_layer.flow.ntp                            | Total                     | 13
app_layer.tx.ntp                              | Total                     | 152
app_layer.flow.krb5_tcp                       | Total                     | 1
app_layer.tx.krb5_tcp                         | Total                     | 1
app_layer.flow.dhcp                           | Total                     | 17
app_layer.tx.dhcp                             | Total                     | 158
app_layer.flow.failed_tcp                     | Total                     | 8
app_layer.flow.dns_udp                        | Total                     | 1514
app_layer.tx.dns_udp                          | Total                     | 2743
app_layer.flow.failed_udp                     | Total                     | 613
flow_mgr.closed_pruned                        | Total                     | 408
flow_mgr.new_pruned                           | Total                     | 1017
flow_mgr.est_pruned                           | Total                     | 1001
flow.spare                                    | Total                     | 10000
flow.tcp_reuse                                | Total                     | 2
flow_mgr.flows_checked                        | Total                     | 4
flow_mgr.flows_timeout                        | Total                     | 4
flow_mgr.flows_timeout_inuse                  | Total                     | 4
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65532
flow_mgr.rows_maxlen                          | Total                     | 1
tcp.memuse                                    | Total                     | 573480
tcp.reassembly_memuse                         | Total                     | 3818492
http.memuse                                   | Total                     | 74688
ftp.memuse                                    | Total                     | 1731
app_layer.expectations                        | Total                     | 1
flow.memuse                                   | Total                     | 7575328
------------------------------------------------------------------------------------
Date: 12/11/2022 -- 23:53:25 (uptime: 0d, 00h 04m 29s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 1461504
decoder.bytes                                 | Total                     | 1371404716
decoder.ipv4                                  | Total                     | 1460191
decoder.ipv6                                  | Total                     | 619
decoder.ethernet                              | Total                     | 1461504
decoder.tcp                                   | Total                     | 316699
decoder.udp                                   | Total                     | 1143625
decoder.icmpv4                                | Total                     | 334
decoder.icmpv6                                | Total                     | 140
decoder.avg_pkt_size                          | Total                     | 938
decoder.max_pkt_size                          | Total                     | 1514
flow.tcp                                      | Total                     | 582
flow.udp                                      | Total                     | 2170
flow.icmpv6                                   | Total                     | 12
defrag.ipv4.fragments                         | Total                     | 12
defrag.ipv4.reassembled                       | Total                     | 6
tcp.sessions                                  | Total                     | 571
tcp.syn                                       | Total                     | 889
tcp.synack                                    | Total                     | 488
tcp.rst                                       | Total                     | 437
tcp.stream_depth_reached                      | Total                     | 21
tcp.reassembly_gap                            | Total                     | 5
tcp.overlap                                   | Total                     | 9
detect.alert                                  | Total                     | 18869
app_layer.flow.http                           | Total                     | 135
app_layer.tx.http                             | Total                     | 221
app_layer.flow.ftp                            | Total                     | 1
app_layer.tx.ftp                              | Total                     | 15
app_layer.flow.tls                            | Total                     | 308
app_layer.flow.dns_tcp                        | Total                     | 1
app_layer.tx.dns_tcp                          | Total                     | 2
app_layer.flow.ntp                            | Total                     | 13
app_layer.tx.ntp                              | Total                     | 153
app_layer.flow.krb5_tcp                       | Total                     | 1
app_layer.tx.krb5_tcp                         | Total                     | 1
app_layer.flow.dhcp                           | Total                     | 17
app_layer.tx.dhcp                             | Total                     | 158
app_layer.flow.failed_tcp                     | Total                     | 9
app_layer.flow.dns_udp                        | Total                     | 1516
app_layer.tx.dns_udp                          | Total                     | 2748
app_layer.flow.failed_udp                     | Total                     | 624
flow_mgr.closed_pruned                        | Total                     | 426
flow_mgr.new_pruned                           | Total                     | 1050
flow_mgr.est_pruned                           | Total                     | 1007
flow.spare                                    | Total                     | 10000
flow.tcp_reuse                                | Total                     | 2
flow_mgr.flows_checked                        | Total                     | 4
flow_mgr.flows_notimeout                      | Total                     | 2
flow_mgr.flows_timeout                        | Total                     | 2
flow_mgr.flows_timeout_inuse                  | Total                     | 2
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65532
flow_mgr.rows_maxlen                          | Total                     | 1
tcp.memuse                                    | Total                     | 573440
tcp.reassembly_memuse                         | Total                     | 3508252
http.memuse                                   | Total                     | 192
ftp.memuse                                    | Total                     | 1731
app_layer.expectations                        | Total                     | 1
flow.memuse                                   | Total                     | 7568440
------------------------------------------------------------------------------------
Date: 12/11/2022 -- 23:53:33 (uptime: 0d, 00h 04m 37s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 1756608
decoder.bytes                                 | Total                     | 1638853751
decoder.ipv4                                  | Total                     | 1755225
decoder.ipv6                                  | Total                     | 657
decoder.ethernet                              | Total                     | 1756608
decoder.tcp                                   | Total                     | 348622
decoder.udp                                   | Total                     | 1406742
decoder.icmpv4                                | Total                     | 342
decoder.icmpv6                                | Total                     | 164
decoder.avg_pkt_size                          | Total                     | 932
decoder.max_pkt_size                          | Total                     | 1514
flow.tcp                                      | Total                     | 599
flow.udp                                      | Total                     | 2194
flow.icmpv6                                   | Total                     | 14
defrag.ipv4.fragments                         | Total                     | 12
defrag.ipv4.reassembled                       | Total                     | 6
tcp.sessions                                  | Total                     | 588
tcp.syn                                       | Total                     | 973
tcp.synack                                    | Total                     | 491
tcp.rst                                       | Total                     | 465
tcp.stream_depth_reached                      | Total                     | 21
tcp.reassembly_gap                            | Total                     | 5
tcp.overlap                                   | Total                     | 12
detect.alert                                  | Total                     | 24258
app_layer.flow.http                           | Total                     | 136
app_layer.tx.http                             | Total                     | 222
app_layer.flow.ftp                            | Total                     | 1
app_layer.tx.ftp                              | Total                     | 15
app_layer.flow.tls                            | Total                     | 308
app_layer.flow.dns_tcp                        | Total                     | 1
app_layer.tx.dns_tcp                          | Total                     | 2
app_layer.flow.ntp                            | Total                     | 13
app_layer.tx.ntp                              | Total                     | 153
app_layer.flow.krb5_tcp                       | Total                     | 1
app_layer.tx.krb5_tcp                         | Total                     | 1
app_layer.flow.dhcp                           | Total                     | 18
app_layer.tx.dhcp                             | Total                     | 160
app_layer.flow.failed_tcp                     | Total                     | 10
app_layer.flow.dns_udp                        | Total                     | 1518
app_layer.tx.dns_udp                          | Total                     | 2751
app_layer.flow.failed_udp                     | Total                     | 645
flow_mgr.closed_pruned                        | Total                     | 434
flow_mgr.new_pruned                           | Total                     | 1074
flow_mgr.est_pruned                           | Total                     | 1016
flow.spare                                    | Total                     | 10000
flow.tcp_reuse                                | Total                     | 2
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65536
tcp.memuse                                    | Total                     | 573440
tcp.reassembly_memuse                         | Total                     | 3868296
http.memuse                                   | Total                     | 192
ftp.memuse                                    | Total                     | 1731
app_layer.expectations                        | Total                     | 1
flow.memuse                                   | Total                     | 7569752
------------------------------------------------------------------------------------
Date: 12/11/2022 -- 23:53:41 (uptime: 0d, 00h 04m 45s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 1930560
decoder.bytes                                 | Total                     | 1797239750
decoder.ipv4                                  | Total                     | 1929098
decoder.ipv6                                  | Total                     | 714
decoder.ethernet                              | Total                     | 1930560
decoder.tcp                                   | Total                     | 369143
decoder.udp                                   | Total                     | 1560138
decoder.icmpv4                                | Total                     | 346
decoder.icmpv6                                | Total                     | 173
decoder.avg_pkt_size                          | Total                     | 930
decoder.max_pkt_size                          | Total                     | 1514
flow.tcp                                      | Total                     | 599
flow.udp                                      | Total                     | 2219
flow.icmpv6                                   | Total                     | 14
defrag.ipv4.fragments                         | Total                     | 12
defrag.ipv4.reassembled                       | Total                     | 6
tcp.sessions                                  | Total                     | 588
tcp.syn                                       | Total                     | 978
tcp.synack                                    | Total                     | 491
tcp.rst                                       | Total                     | 465
tcp.stream_depth_reached                      | Total                     | 22
tcp.reassembly_gap                            | Total                     | 5
tcp.overlap                                   | Total                     | 15
detect.alert                                  | Total                     | 28401
app_layer.flow.http                           | Total                     | 136
app_layer.tx.http                             | Total                     | 222
app_layer.flow.ftp                            | Total                     | 1
app_layer.tx.ftp                              | Total                     | 15
app_layer.flow.tls                            | Total                     | 308
app_layer.flow.dns_tcp                        | Total                     | 1
app_layer.tx.dns_tcp                          | Total                     | 2
app_layer.flow.ntp                            | Total                     | 13
app_layer.tx.ntp                              | Total                     | 153
app_layer.flow.krb5_tcp                       | Total                     | 1
app_layer.tx.krb5_tcp                         | Total                     | 1
app_layer.flow.dhcp                           | Total                     | 18
app_layer.tx.dhcp                             | Total                     | 160
app_layer.flow.failed_tcp                     | Total                     | 10
app_layer.flow.dns_udp                        | Total                     | 1524
app_layer.tx.dns_udp                          | Total                     | 2760
app_layer.flow.failed_udp                     | Total                     | 664
flow_mgr.closed_pruned                        | Total                     | 439
flow_mgr.new_pruned                           | Total                     | 1100
flow_mgr.est_pruned                           | Total                     | 1017
flow.spare                                    | Total                     | 10000
flow.tcp_reuse                                | Total                     | 2
flow_mgr.flows_checked                        | Total                     | 3
flow_mgr.flows_notimeout                      | Total                     | 2
flow_mgr.flows_timeout                        | Total                     | 1
flow_mgr.flows_timeout_inuse                  | Total                     | 1
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65533
flow_mgr.rows_maxlen                          | Total                     | 1
tcp.memuse                                    | Total                     | 573520
tcp.reassembly_memuse                         | Total                     | 3195212
http.memuse                                   | Total                     | 192
ftp.memuse                                    | Total                     | 1731
app_layer.expectations                        | Total                     | 1
flow.memuse                                   | Total                     | 7566800
------------------------------------------------------------------------------------
Date: 12/11/2022 -- 23:53:49 (uptime: 0d, 00h 04m 53s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 2056704
decoder.bytes                                 | Total                     | 1913401118
decoder.ipv4                                  | Total                     | 2055217
decoder.ipv6                                  | Total                     | 721
decoder.ethernet                              | Total                     | 2056704
decoder.tcp                                   | Total                     | 383907
decoder.udp                                   | Total                     | 1671499
decoder.icmpv4                                | Total                     | 346
decoder.icmpv6                                | Total                     | 174
decoder.avg_pkt_size                          | Total                     | 930
decoder.max_pkt_size                          | Total                     | 1514
flow.tcp                                      | Total                     | 600
flow.udp                                      | Total                     | 2229
flow.icmpv6                                   | Total                     | 14
defrag.ipv4.fragments                         | Total                     | 12
defrag.ipv4.reassembled                       | Total                     | 6
tcp.sessions                                  | Total                     | 589
tcp.syn                                       | Total                     | 979
tcp.synack                                    | Total                     | 492
tcp.rst                                       | Total                     | 475
tcp.stream_depth_reached                      | Total                     | 22
tcp.reassembly_gap                            | Total                     | 5
tcp.overlap                                   | Total                     | 15
detect.alert                                  | Total                     | 30985
app_layer.flow.http                           | Total                     | 136
app_layer.tx.http                             | Total                     | 222
app_layer.flow.ftp                            | Total                     | 1
app_layer.tx.ftp                              | Total                     | 15
app_layer.flow.tls                            | Total                     | 309
app_layer.flow.dns_tcp                        | Total                     | 1
app_layer.tx.dns_tcp                          | Total                     | 2
app_layer.flow.ntp                            | Total                     | 13
app_layer.tx.ntp                              | Total                     | 154
app_layer.flow.krb5_tcp                       | Total                     | 1
app_layer.tx.krb5_tcp                         | Total                     | 1
app_layer.flow.dhcp                           | Total                     | 18
app_layer.tx.dhcp                             | Total                     | 160
app_layer.flow.failed_tcp                     | Total                     | 10
app_layer.flow.dns_udp                        | Total                     | 1528
app_layer.tx.dns_udp                          | Total                     | 2766
app_layer.flow.failed_udp                     | Total                     | 670
flow_mgr.closed_pruned                        | Total                     | 444
flow_mgr.new_pruned                           | Total                     | 1113
flow_mgr.est_pruned                           | Total                     | 1037
flow.spare                                    | Total                     | 10000
flow.tcp_reuse                                | Total                     | 2
flow_mgr.flows_checked                        | Total                     | 4
flow_mgr.flows_notimeout                      | Total                     | 4
flow_mgr.rows_checked                         | Total                     | 65536
flow_mgr.rows_skipped                         | Total                     | 65532
flow_mgr.rows_maxlen                          | Total                     | 1
tcp.memuse                                    | Total                     | 573440
tcp.reassembly_memuse                         | Total                     | 3213164
http.memuse                                   | Total                     | 192
ftp.memuse                                    | Total                     | 1731
app_layer.expectations                        | Total                     | 1
flow.memuse                                   | Total                     | 7554992
------------------------------------------------------------------------------------
Date: 12/11/2022 -- 23:53:57 (uptime: 0d, 00h 05m 01s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
decoder.pkts                                  | Total                     | 2239872
decoder.bytes                                 | Total                     | 2082333316
decoder.ipv4                                  | Total                     | 2238363
decoder.ipv6                                  | Total                     | 724
decoder.ethernet                              | Total                     | 2239872
decoder.tcp                                   | Total                     | 407513
decoder.udp                                   | Total                     | 1831040
decoder.icmpv4                                | Total                     | 346
decoder.icmpv6                                | Total                     | 176
decoder.avg_pkt_size                          | Total                     | 929
decoder.max_pkt_size                          | Total                     | 1514
flow.tcp                                      | Total                     | 602
flow.udp                                      | Total                     | 2236
flow.icmpv6                                   | Total                     | 14
defrag.ipv4.fragments                         | Total                     | 12
defrag.ipv4.reassembled                       | Total                     | 6
tcp.sessions                                  | Total                     | 591
tcp.syn                                       | Total                     | 981
tcp.synack                                    | Total                     | 494
tcp.rst                                       | Total                     | 481
tcp.stream_depth_reached                      | Total                     | 22
tcp.reassembly_gap                            | Total                     | 5
tcp.overlap                                   | Total                     | 15
detect.alert                                  | Total                     | 35390
app_layer.flow.http                           | Total                     | 136
app_layer.tx.http                             | Total                     | 222
app_layer.flow.ftp                            | Total                     | 1
app_layer.tx.ftp                              | Total                     | 15
app_layer.flow.tls                            | Total                     | 309
app_layer.flow.dns_tcp                        | Total                     | 1
app_layer.tx.dns_tcp                          | Total                     | 2
app_layer.flow.ntp                            | Total                     | 13
app_layer.tx.ntp                              | Total                     | 155
app_layer.flow.krb5_tcp                       | Total                     | 1
app_layer.tx.krb5_tcp                         | Total                     | 1
app_layer.flow.dhcp                           | Total                     | 19
app_layer.tx.dhcp                             | Total                     | 162
app_layer.flow.failed_tcp                     | Total                     | 10
app_layer.flow.dns_udp                        | Total                     | 1528
app_layer.tx.dns_udp                          | Total                     | 2766
app_layer.flow.failed_udp                     | Total                     | 676
flow_mgr.closed_pruned                        | Total                     | 450
flow_mgr.new_pruned                           | Total                     | 1142
flow_mgr.est_pruned                           | Total                     | 1044
flow.spare                                    | Total                     | 10000
flow.tcp_reuse                                | Total                     | 2
flow_mgr.flows_checked                        | Total                     | 12
flow_mgr.flows_notimeout                      | Total                     | 8
flow_mgr.flows_timeout                        | Total                     | 4
flow_mgr.flows_timeout_inuse                  | Total                     | 4
flow_mgr.rows_checked                         | Total                     | 65536
